radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,340,2,2010,171114,0,-60.903396606445,14.612503051758,1000,1,1,1454661926,1454661926,0
UMTS,340,2,2010,171146,0,-61.031112670898,14.817123413086,1000,1,1,1428678100,1428678100,0
UMTS,340,2,2010,181189,0,-61.069564819336,14.609756469727,1000,3,1,1458564942,1465361698,0
UMTS,340,2,2010,154076,0,-61.021499633789,14.744338989258,1000,1,1,1428750091,1428750091,0
UMTS,340,2,2010,141183,0,-61.05583190918,14.623489379883,1000,1,1,1449956025,1449956025,0
UMTS,340,2,2010,141235,0,-61.036605834961,14.630355834961,1000,1,1,1452524188,1452524188,0
UMTS,340,2,2010,141243,0,-61.007766723633,14.650955200195,1000,1,1,1440858879,1440858879,0
UMTS,340,2,2010,13218,0,-60.98991394043,14.623489379883,1000,1,1,1428479793,1428479793,0
UMTS,340,2,2009,163477,0,-61.054458618164,14.616622924805,1000,1,1,1450589678,1450589678,0
UMTS,340,2,2010,144073,0,-61.043472290039,14.53971862793,1000,1,1,1455786110,1455786110,0
UMTS,340,2,2010,141377,0,-60.987167358398,14.525985717773,1000,4,1,1458564938,1460618801,0
UMTS,340,2,2010,144290,0,-60.992660522461,14.609756469727,1000,1,1,1452257396,1452257396,0
UMTS,340,2,2010,143093,0,-61.021499633789,14.67155456543,1000,1,1,1430819436,1430819436,0
UMTS,340,2,2010,151093,0,-60.950089,14.742966,1000,2,1,1458564940,1459177185,0
UMTS,340,2,2010,141275,0,-61.018753051758,14.616622924805,1000,1,1,1452176927,1452176927,0
UMTS,340,2,2010,141363,0,-61.067642,14.60701,1000,5,1,1458564938,1465361698,0
UMTS,340,2,2010,141297,0,-60.950088500977,14.594650268555,1000,1,1,1452860407,1452860407,0
UMTS,340,2,2010,141426,0,-60.994033813477,14.615249633789,1000,1,1,1454170836,1454170836,0
UMTS,340,2,2010,141305,0,-60.984420776367,14.578170776367,1000,3,1,1458564937,1460618801,0
UMTS,340,2,2010,141415,0,-60.988540649414,14.64958190918,1000,1,1,1448997488,1448997488,0
UMTS,340,2,2010,142374,0,-60.970687866211,14.731979370117,1000,1,1,1440532043,1440532043,0
UMTS,340,2,2010,141427,0,-60.998153686523,14.608383178711,1000,1,1,1454441071,1454441071,0
UMTS,340,2,2010,141375,0,-60.98030090332,14.532852172852,1000,4,1,1458564938,1460618801,0
UMTS,340,2,2010,141373,0,-60.945969,14.511566,1000,2,1,1458564938,1460291779,0
UMTS,340,2,2010,144070,0,-61.04621887207,14.53971862793,1000,2,1,1458564938,1459962484,0
UMTS,340,2,2010,171097,0,-60.901178,14.606904,1037,13,1,1458564942,1469009566,0
UMTS,340,2,2010,181191,0,-61.073685,14.612961,1000,3,1,1458564942,1465361698,0
UMTS,340,2,2010,162098,0,-60.951461791992,14.689407348633,1000,1,1,1457930849,1457930849,0
UMTS,340,2,2010,181085,0,-60.841598510742,14.538345336914,1000,1,1,1455219733,1455219733,0
UMTS,340,2,2010,165078,0,-60.913009643555,14.622116088867,1000,7,1,1458564941,1465242867,0
UMTS,340,2,2010,162117,0,-60.956954956055,14.641342163086,1000,1,1,1454661926,1454661926,0
UMTS,340,2,2010,171139,0,-61.039352416992,14.828109741211,1000,1,1,1440629318,1440629318,0
UMTS,340,2,2010,159085,0,-60.96794128418,14.488906860352,1000,1,1,1457157730,1457157730,0
UMTS,340,2,2010,162097,0,-60.958328,14.672241,1000,2,1,1458564941,1459177196,0
UMTS,340,2,2010,169095,0,-60.891036,14.666748,3735,2,1,1458564942,1460875337,0
UMTS,340,2,2010,163003,0,-60.937729,14.678421,1000,3,1,1458564941,1461183549,0
UMTS,340,2,2010,160083,0,-61.01738,14.534912,1000,2,1,1458564941,1459962484,0
UMTS,340,2,2010,159083,0,-60.954208374023,14.497146606445,1000,1,1,1457157724,1457157724,0
UMTS,340,2,2010,162374,0,-60.978927612305,14.650955200195,1000,1,1,1454170836,1454170836,0
UMTS,340,2,2010,181211,0,-61.051712036133,14.646835327148,1000,1,1,1457078022,1457078022,0
UMTS,340,2,2010,162114,0,-60.966567993164,14.641342163086,1000,1,1,1454661926,1454661926,0
UMTS,340,2,2010,159094,0,-60.949631,14.471054,1000,3,1,1458564941,1461488757,0
UMTS,340,2,2010,162083,0,-60.909988,14.626785,1253,5,1,1458564941,1464641729,0
UMTS,340,2,2010,181279,0,-60.950775,14.761505,1364,2,1,1458564943,1459177185,0
UMTS,340,2,2010,181219,0,-61.039352416992,14.541091918945,1000,2,1,1458564943,1459962484,0
UMTS,340,2,2010,2122479,0,-61.022028,14.617996,1864,13,1,1458564944,1481288838,0
UMTS,340,2,2010,2109486,0,-61.086709,14.613832,1000,31,1,1458564944,1481644754,0
UMTS,340,2,2010,181272,0,-61.03385925293,14.648208618164,1000,1,1,1455970538,1455970538,0
UMTS,340,2,2010,2111478,0,-60.989914,14.62532,1000,9,1,1458564944,1479228669,0
UMTS,340,2,2010,181253,0,-61.050338745117,14.633102416992,1000,1,1,1458309082,1458309082,0
UMTS,340,2,2010,193476,0,-60.984077,14.593964,1000,4,1,1458564943,1469276826,0
UMTS,340,2,2010,2111477,0,-60.977554,14.625549,1000,6,1,1458564944,1477318249,0
UMTS,340,2,2010,2120354,0,-60.991219,14.592934,1000,20,1,1458564944,1491651501,0
UMTS,340,2,2010,2118166,0,-61.04924,14.611679,1000,5,1,1458564944,1479388419,0
UMTS,340,2,2010,181242,0,-60.98030090332,14.73747253418,1000,1,1,1440532043,1440532043,0
UMTS,340,2,2010,181249,0,-60.910263061523,14.491653442383,1000,1,1,1457157867,1457157867,0
UMTS,340,2,2010,181266,0,-61.102523803711,14.628982543945,1000,1,1,1452089920,1452089920,0
UMTS,340,2,2010,2122480,0,-61.012885,14.614875,1000,11,1,1458564944,1480145949,0
UMTS,340,2,2010,181250,0,-60.974808,14.545212,1000,3,1,1458564943,1461860938,0
UMTS,340,2,2010,181282,0,-61.040726,14.541092,1000,2,1,1458564943,1459962484,0
UMTS,340,2,2010,181239,0,-60.943222045898,14.558944702148,1000,1,1,1448375307,1448375307,0
UMTS,340,20,101,20391802,0,-61.37005,16.234648,1000,119,1,1458564946,1492437445,0
UMTS,340,20,101,20391992,0,-61.432571,16.399307,1000,9,1,1458564947,1492202786,0
UMTS,340,20,101,10881,0,-61.458206176758,16.230239868164,1000,2,1,1458564946,1466759402,0
UMTS,340,2,2010,2160355,0,-61.044083,14.616623,1000,9,1,1458564945,1481288838,0
UMTS,340,2,2010,2122481,0,-61.010513305664,14.613876342773,1000,11,1,1458564944,1480145949,0
UMTS,340,2,55815,181268,0,-61.025619506836,14.616622924805,1000,1,1,1447326631,1447326631,0
UMTS,340,20,101,20391702,0,-61.394642,16.345792,1000,7,1,1458564946,1486153992,0
UMTS,340,20,101,20391962,0,-61.455254,16.349648,1000,40,1,1458564947,1491144833,0
UMTS,340,20,101,20391753,0,-61.244954,16.253586,1000,7,1,1458564946,1487518917,0
UMTS,340,20,101,20391783,0,-61.360174,16.289925,1000,13,1,1458564946,1492431135,0
UMTS,340,20,101,20391704,0,-61.397018,16.324692,1000,9,1,1458564946,1479597995,0
UMTS,340,2,2010,2140355,0,-61.047592,14.617996,1000,5,1,1458564944,1469252102,0
UMTS,340,20,102,20391814,0,-61.409651,16.218273,1000,28,1,1458564947,1492437445,0
UMTS,340,20,101,20393483,0,-61.562576,16.085587,1000,3,1,1458564947,1474393666,0
UMTS,340,20,101,20392572,0,-61.166039,16.241227,3743,8,1,1458564947,1491082613,0
UMTS,340,20,101,20392032,0,-61.447219848633,16.470565795898,1000,1,1,1428851164,1428851164,0
UMTS,340,20,102,20391834,0,-61.446224,16.231425,1000,51,1,1458564947,1490770728,0
UMTS,340,20,102,20392014,0,-61.535110473633,16.42936706543,1000,4,1,1458564948,1491144880,0
UMTS,340,20,101,20393903,0,-61.477432250977,16.456832885742,1000,1,1,1442506224,1442506224,0
UMTS,340,20,101,20393963,0,-61.407738,16.324997,1000,4,1,1458564947,1486722447,0
UMTS,340,20,102,20391892,0,-61.534465,16.244101,1000,61,1,1458564948,1492540200,0
UMTS,340,20,102,11940,0,-61.541976928711,16.272811889648,1000,1,1,1441278879,1441278879,0
UMTS,340,20,102,20391803,0,-61.395034790039,16.217880249023,1000,2,1,1458564947,1491741018,0
UMTS,340,2,2010,141295,0,-60.972061157227,14.597396850586,1000,1,1,1450888743,1450888743,0
UMTS,340,2,2010,151095,0,-60.987167358398,14.769058227539,1000,1,1,1451734597,1451734597,0
UMTS,340,2,2010,142084,0,-60.908889770508,14.48616027832,1000,1,1,1457157867,1457157867,0
UMTS,340,2,2010,141308,0,-60.984420776367,14.578170776367,1000,2,1,1458564937,1459957060,0
UMTS,340,2,2010,153273,0,-61.146469116211,14.655075073242,1000,1,1,1454170822,1454170822,0
UMTS,340,2,2010,152176,0,-60.926742553711,14.482040405273,1000,1,1,1457157867,1457157867,0
UMTS,340,2,2010,141374,0,-60.986481,14.524612,1000,2,1,1458564938,1459962484,0
UMTS,340,2,2010,149095,0,-60.88005065918,14.571304321289,1000,1,1,1442428691,1442428691,0
UMTS,340,2,2010,141414,0,-60.976181030273,14.646835327148,1000,1,1,1448997488,1448997488,0
UMTS,340,2,2010,151104,0,-60.949173,14.726486,1000,3,1,1387677282,1459177207,0
UMTS,340,2,2010,141277,0,-60.988540649414,14.590530395508,1000,1,1,1452257396,1452257396,0
UMTS,340,2,2010,145078,0,-60.903397,14.623489,1000,4,1,1458564939,1466003738,0
UMTS,340,2,2010,142083,0,-60.904769897461,14.48616027832,1000,1,1,1457157790,1457157790,0
UMTS,340,2,2010,141294,0,-60.955581665039,14.587783813477,1000,1,1,1452860407,1452860407,0
UMTS,340,2,2010,141283,0,-60.977554321289,14.637222290039,1000,1,1,1454170836,1454170836,0
UMTS,340,2,2010,141333,0,-60.869064331055,14.471054077148,1000,2,1,1458564937,1465039376,0
UMTS,340,2,2010,141424,0,-60.998153686523,14.608383178711,1000,1,1,1454441071,1454441071,0
UMTS,340,2,2010,145075,0,-60.906143188477,14.619369506836,1000,1,1,1458071694,1458071694,0
UMTS,340,2,2010,162116,0,-60.924683,14.646149,1000,2,1,1458564941,1465251602,0
UMTS,340,2,2010,163004,0,-60.937728881836,14.677047729492,1000,1,1,1452199872,1452199872,0
UMTS,340,2,2010,159084,0,-60.955581665039,14.47380065918,1000,1,1,1457930871,1457930871,0
UMTS,340,2,2010,181095,0,-60.851211547852,14.487533569336,1000,2,1,1458564942,1465242867,0
UMTS,340,2,2010,162113,0,-60.926742553711,14.650955200195,1000,1,1,1452860379,1452860379,0
UMTS,340,2,2010,162118,0,-60.958786,14.666977,1000,3,1,1458564941,1461488716,0
UMTS,340,2,2010,171115,0,-60.910263061523,14.619369506836,1000,2,1,1458564942,1465242867,0
UMTS,340,2,2010,173476,0,-60.98030090332,14.59602355957,1000,1,1,1455786121,1455786121,0
UMTS,340,2,2010,166264,0,-61.16569519043,14.744338989258,1000,1,1,1455559706,1455559706,0
UMTS,340,2,2010,181201,0,-60.988540649414,14.774551391602,1000,2,1,1458564943,1460392533,0
UMTS,340,2,2010,161084,0,-61.025619506836,14.80339050293,1000,1,1,1428678100,1428678100,0
UMTS,340,2,2010,181194,0,-61.061325073242,14.630355834961,1000,1,1,1457078022,1457078022,0
UMTS,340,2,2010,181197,0,-60.940018,14.67659,1000,3,1,1458564942,1459177196,0
UMTS,340,2,2010,171113,0,-60.900650024414,14.612503051758,1000,2,1,1458564942,1462827928,0
UMTS,340,2,2010,181185,0,-60.928115844727,14.472427368164,1000,3,1,1458564942,1461488757,0
UMTS,340,2,2010,181198,0,-61.061325073242,14.615249633789,1000,1,1,1457025813,1457025813,0
UMTS,340,2,2010,171094,0,-60.909871,14.612895,1000,7,1,1458564942,1466758623,0
UMTS,340,2,2010,171140,0,-61.043472290039,14.811630249023,1000,1,1,1428678171,1428678171,0
UMTS,340,2,2010,181209,0,-61.028366088867,14.675674438477,1000,1,1,1438225519,1438225519,0
UMTS,340,2,2010,183476,0,-60.980988,14.589157,1000,2,1,1458564943,1460618801,0
UMTS,340,2,2010,181241,0,-61.069564819336,14.609756469727,1000,1,1,1453432150,1453432150,0
UMTS,340,2,2010,181263,0,-60.966567993164,14.546585083008,1000,2,1,1458564943,1460618801,0
UMTS,340,2,2010,181228,0,-61.031112670898,14.612503051758,1000,1,1,1450888726,1450888726,0
UMTS,340,2,2010,2109489,0,-61.085105,14.614961,1000,19,1,1458564944,1480534064,0
UMTS,340,2,2010,2120167,0,-61.047516,14.616318,1586,18,1,1458564944,1489580131,0
UMTS,340,2,2010,181256,0,-61.050338745117,14.550704956055,1000,1,1,1435913276,1435913276,0
UMTS,340,2,2010,2110369,0,-61.002388,14.604378,1000,12,1,1458564944,1488886222,0
UMTS,340,2,2010,181283,0,-60.994492,14.544754,1000,3,1,1458564943,1460618801,0
UMTS,340,2,2010,181237,0,-61.128616333008,14.770431518555,1000,1,1,1453432157,1453432157,0
UMTS,340,2,2010,2120359,0,-60.91301,14.609208,1774,5,1,1458564944,1477705863,0
UMTS,340,2,2010,181295,0,-60.877304,14.441643,1000,12,1,1458564943,1469032937,0
UMTS,340,2,2010,2112479,0,-61.028366,14.651871,1774,6,1,1458564944,1477705907,0
UMTS,340,2,2010,181292,0,-61.039352416992,14.61799621582,1000,1,1,1453532158,1453532158,0
UMTS,340,20,101,10013,0,-61.346969604492,16.329116821289,1000,1,1,1432836745,1432836745,0
UMTS,340,2,2010,2147166,0,-61.046829,14.609909,1000,9,1,1458564944,1477588268,0
UMTS,340,20,101,20391742,0,-61.294929,16.294785,1000,19,1,1458564946,1492279343,0
UMTS,340,20,101,20392012,0,-61.517601,16.429281,1000,16,1,1458564947,1490540787,0
UMTS,340,20,101,20392002,0,-61.485466,16.393662,1000,40,1,1458564947,1491144915,0
UMTS,340,20,101,20391743,0,-61.279129,16.260947,1000,25,1,1458564946,1489679967,0
UMTS,340,2,2010,2157169,0,-61.038666,14.622803,1000,4,1,1458564944,1462022417,0
UMTS,340,20,101,20392003,0,-61.482037,16.380898,1000,51,1,1458564947,1491144956,0
UMTS,340,20,101,12131,0,-61.459579467773,16.320877075195,1000,1,1,1408433967,1408433967,0
UMTS,340,2,2010,2150354,0,-60.991499,14.59296,1000,13,1,1458564944,1477705863,0
UMTS,340,20,101,20392004,0,-61.488899,16.384117,1000,40,1,1458564947,1491144915,0
UMTS,340,2,2010,2160353,0,-61.032715,14.616508,1000,12,1,1458564944,1481288838,0
UMTS,340,20,101,20391732,0,-61.330833,16.323349,1000,20,1,1458564946,1491563359,0
UMTS,340,20,101,20391752,0,-61.26594543457,16.257705688477,1000,6,1,1458564946,1487518922,0
UMTS,340,2,55815,184290,0,-60.995407104492,14.619369506836,1000,1,1,1447326631,1447326631,0
UMTS,340,20,101,20391994,0,-61.453544,16.365003,1000,76,1,1458564947,1491144956,0
UMTS,340,20,101,20391853,0,-61.458206176758,16.230239868164,1000,5,1,1458564947,1489048284,0
UMTS,340,20,101,20391772,0,-61.327744,16.263764,1000,34,1,1458564946,1492431135,0
UMTS,340,20,101,20393772,0,-61.311195,16.256332,1000,20,1,1458564947,1492279343,0
UMTS,340,20,101,20392743,0,-61.400986,16.315384,1138,3,1,1458564947,1477761303,0
UMTS,340,20,101,20392092,0,-61.514511108398,16.410140991211,1000,1,1,1457628403,1457628403,0
UMTS,340,20,102,20391913,0,-61.526097,16.25188,1000,66,1,1458564948,1492540200,0
UMTS,340,20,102,20391914,0,-61.524124145508,16.249465942383,1000,49,1,1458564948,1491025680,0
UMTS,340,20,102,10931,0,-61.438980102539,16.355209350586,1000,1,1,1408433959,1408433959,0
UMTS,340,20,102,20391764,0,-61.522347,16.22612,1000,34,1,1458564947,1492358694,0
UMTS,340,20,102,20391893,0,-61.537815,16.241894,1000,39,1,1458564948,1492540200,0
UMTS,340,20,101,20392033,0,-61.41792,16.413347,5076,3,1,1458564947,1486762401,0
UMTS,340,20,102,20391894,0,-61.537857055664,16.241226196289,1000,20,1,1458564948,1491917746,0
UMTS,340,20,101,20393742,0,-61.378189,16.248093,1000,15,1,1458564947,1489445351,0
UMTS,340,2,2010,141425,0,-61.006393432617,14.620742797852,1000,1,1,1453305827,1453305827,0
UMTS,340,2,2010,143095,0,-61.036605834961,14.666061401367,1000,1,1,1435861302,1435861302,0
UMTS,340,2,2010,163005,0,-60.940475463867,14.675674438477,1000,1,1,1452591878,1452591878,0
UMTS,340,2,2010,181193,0,-61.053085327148,14.628982543945,1000,1,1,1457078022,1457078022,0
UMTS,340,2,2010,173978,0,-61.00227355957,14.528732299805,1000,1,1,1456915393,1456915393,0
UMTS,340,2,2010,165075,0,-60.926742553711,14.505386352539,1000,1,1,1448375314,1448375314,0
UMTS,340,2,2010,173477,0,-60.941848754883,14.600143432617,1000,1,1,1452860379,1452860379,0
UMTS,340,2,2010,163477,0,-60.987511,14.589157,1000,4,1,1458564941,1463717511,0
UMTS,340,2,2010,162096,0,-60.966567993164,14.664688110352,1000,2,1,1458564941,1459177196,0
UMTS,340,2,2010,174290,0,-60.985794067383,14.613876342773,1000,1,1,1452089911,1452089911,0
UMTS,340,2,2010,164076,0,-61.026992797852,14.741592407227,1000,1,1,1428750090,1428750090,0
UMTS,340,2,2010,171098,0,-60.927505,14.657059,1000,9,1,1458564942,1465074710,0
UMTS,340,2,2010,153978,0,-61.013259887695,14.53010559082,1000,1,1,1456915393,1456915393,0
UMTS,340,2,2010,162095,0,-60.951461791992,14.689407348633,1000,1,1,1454918189,1454918189,0
UMTS,340,2,2010,171095,0,-60.938317,14.669004,1000,7,1,1458564942,1465251602,0
UMTS,340,2,2010,181183,0,-60.861217,14.4687,1000,7,1,1458564942,1466586325,0
UMTS,340,2,2010,181207,0,-61.057205200195,14.616622924805,1000,1,1,1450589674,1450589674,0
UMTS,340,2,2010,157074,0,-61.128616333008,14.773178100586,1000,1,1,1455710173,1455710173,0
UMTS,340,2,2010,181265,0,-61.095657348633,14.637222290039,1000,1,1,1452257396,1452257396,0
UMTS,340,2,2010,2112480,0,-61.01635,14.626236,1854,8,1,1458564944,1479228669,0
UMTS,340,2,2010,184290,0,-61.000900268555,14.622116088867,1000,1,1,1450888743,1450888743,0
UMTS,340,2,2010,181291,0,-61.000900268555,14.604263305664,1000,1,1,1454170836,1454170836,0
UMTS,340,2,2010,181289,0,-60.907516479492,14.699020385742,1000,1,1,1447497634,1447497634,0
UMTS,340,2,2010,181264,0,-60.963821411133,14.550704956055,1000,7,1,1458564943,1461693841,0
UMTS,340,2,2010,181247,0,-61.01188659668,14.70588684082,1000,1,1,1428750090,1428750090,0
UMTS,340,2,2010,181255,0,-61.051712036133,14.557571411133,1000,1,1,1433675211,1433675211,0
UMTS,340,2,2010,191251,0,-61.054458618164,14.631729125977,1000,1,1,1448802346,1448802346,0
UMTS,340,2,2010,181281,0,-61.053085327148,14.55207824707,1000,1,1,1442430014,1442430014,0
UMTS,340,2,2010,181270,0,-61.010513305664,14.613876342773,1000,1,1,1452089902,1452089902,0
UMTS,340,2,2010,2117480,0,-61.040726,14.614792,1000,3,1,1458564944,1460618801,0
UMTS,340,2,2010,181296,0,-60.929146,14.469681,1000,4,1,1458564943,1461488757,0
UMTS,340,2,2010,2110355,0,-61.042442,14.61937,1000,4,1,1458564944,1467743409,0
UMTS,340,2,2010,181268,0,-61.025619506836,14.61799621582,1000,1,1,1454170822,1454170822,0
UMTS,340,2,2010,181213,0,-61.173934936523,14.694900512695,1000,1,1,1453098078,1453098078,0
UMTS,340,20,101,20391724,0,-61.349716,16.330526,1000,38,1,1458564946,1491563359,0
UMTS,340,20,101,20391993,0,-61.396751,16.364823,1461,4,1,1458564947,1485631454,0
UMTS,340,20,101,20391733,0,-61.313934,16.297226,1000,18,1,1458564946,1492279348,0
UMTS,340,2,2010,2150355,0,-61.035549,14.617996,1000,13,1,1458564944,1481288838,0
UMTS,340,20,101,20391744,0,-61.311591,16.257706,1000,21,1,1458564946,1489679967,0
UMTS,340,20,101,20391833,0,-61.421127,16.246178,1000,33,1,1458564947,1492202786,0
UMTS,340,20,101,20391774,0,-61.342498,16.250839,1000,78,1,1458564946,1492437445,0
UMTS,340,20,101,20392013,0,-61.514093,16.409932,1000,46,1,1458564947,1491144915,0
UMTS,340,20,101,20391963,0,-61.442171,16.282425,1000,34,1,1384808464,1491144833,0
UMTS,340,20,101,20391804,0,-61.3889,16.24056,1000,231,1,1458564947,1492338745,0
UMTS,340,20,101,20391832,0,-61.426620483398,16.260452270508,1000,21,1,1458564947,1491144833,0
UMTS,340,2,55815,141268,0,-61.005020141602,14.61799621582,1000,1,1,1447326631,1447326631,0
UMTS,340,2,2010,2150369,0,-61.058578491211,14.616622924805,1000,1,1,1457304011,1457304011,0
UMTS,340,20,101,20391734,0,-61.349933,16.291821,1000,19,1,1458564946,1492431135,0
UMTS,340,20,102,20391912,0,-61.524388,16.251908,1822,68,1,1458564948,1492540200,0
UMTS,340,20,101,20392123,0,-61.458206176758,16.230239868164,1000,1,1,1446646385,1446646385,0
UMTS,340,20,101,20394073,0,-61.435122,16.271177,1000,21,1,1458564947,1491144833,0
UMTS,340,20,101,20392804,0,-61.511889,16.408768,1000,22,1,1458564947,1490950416,0
UMTS,340,20,101,20394074,0,-61.447219848633,16.271438598633,1000,1,1,1448128571,1448128571,0
UMTS,340,20,101,20394072,0,-61.439323,16.279764,1000,16,1,1384808677,1491144833,0
UMTS,340,20,101,20393832,0,-61.458594,16.337804,1580,46,1,1458564947,1491144997,0
UMTS,340,20,102,11030,0,-61.47331237793,16.26594543457,1000,1,1,1447414628,1447414628,0
UMTS,340,20,101,20392124,0,-61.566696,16.064758,1000,2,1,1458564947,1488879087,0
UMTS,340,20,102,20391952,0,-61.495089,16.299738,2500,28,1,1458564948,1491145003,0
UMTS,340,20,101,20393964,0,-61.417694,16.32225,1000,4,1,1458564947,1476705900,0
UMTS,340,20,102,20393482,0,-61.569786,16.109276,1000,24,1,1458564949,1492113482,0
UMTS,340,20,102,20392353,0,-61.582753,16.141821,1791,13,1,1458564948,1491137863,0
UMTS,340,20,102,20393124,0,-61.56120300293,16.237106323242,1000,16,1,1458564949,1490112230,0
UMTS,340,20,102,20392173,0,-61.56120300293,16.080551147461,1000,1,1,1422605169,1422605169,0
UMTS,340,20,102,20392122,0,-61.476058959961,16.223373413086,1000,80,1,1458564948,1491691278,0
UMTS,340,20,102,20392633,0,-61.456986,16.34636,4805,9,1,1458564948,1489195346,0
UMTS,340,20,102,20393062,0,-61.519514,16.254194,1000,70,1,1458564948,1491145008,0
UMTS,340,20,102,20392512,0,-61.610499,16.216412,1000,29,1,1458564948,1492358820,0
UMTS,340,20,102,20392544,0,-61.622957,16.254295,3075,31,1,1458564948,1490827681,0
UMTS,340,20,102,20392493,0,-61.533737182617,16.237106323242,1000,36,1,1458564948,1491713829,0
UMTS,340,20,102,20422489,0,-61.52961730957,16.242599487305,1000,8,1,1458564950,1471458787,0
UMTS,340,20,102,20422060,0,-61.585922,16.246994,1000,10,1,1458564949,1490827640,0
UMTS,340,20,102,20393662,0,-61.518936,16.259537,1000,9,1,1458564949,1482160499,0
UMTS,340,20,102,20394123,0,-61.574936,16.114197,1000,2,1,1458564949,1491321107,0
UMTS,340,20,102,20423079,0,-61.535333,16.274074,1000,37,1,1458564950,1491491227,0
UMTS,340,20,102,20394104,0,-61.590385,16.252213,1000,4,1,1458564949,1484037019,0
UMTS,340,20,201,21058032,0,-60.889663696289,14.553451538086,1000,1,1,1436300030,1436300030,0
UMTS,340,20,201,21058733,0,-60.926742553711,14.53010559082,1000,1,1,1446901716,1446901716,0
UMTS,340,20,202,20132,0,-60.932235717773,14.622116088867,1000,1,1,1451673958,1451673958,0
UMTS,340,20,201,21057383,0,-60.841942,14.549675,1000,4,1,1458564951,1491905230,0
UMTS,340,20,201,21057633,0,-60.844345092773,14.504013061523,1000,4,1,1458564951,1485713992,0
UMTS,340,20,201,21057924,0,-60.860824584961,14.47380065918,1000,1,1,1450032764,1450032764,0
UMTS,340,20,202,20092,0,-60.940475463867,14.685287475586,1000,1,1,1454922347,1454922347,0
UMTS,340,20,201,21057962,0,-60.88298,14.44249,1000,15,1,1458564951,1490886928,0
UMTS,340,20,103,20394264,0,-61.710892,16.009827,1000,4,1,1458564950,1474393672,0
UMTS,340,20,202,20740,0,-60.961074829102,14.668807983398,1000,1,1,1454922369,1454922369,0
UMTS,340,20,201,21057303,0,-60.834732055664,14.44221496582,1000,2,1,1458564951,1478501516,0
UMTS,340,20,201,21087320,0,-60.856247,14.463272,1000,6,1,1458564951,1482858097,0
UMTS,340,20,103,20394122,0,-61.709244,15.98909,1000,5,1,1458564950,1481305977,0
UMTS,340,20,201,21057343,0,-60.875587,14.405136,1000,4,1,1458564951,1485003923,0
UMTS,340,20,201,21057282,0,-61.082199,14.494263,1000,10,1,1458564950,1489580131,0
UMTS,340,20,201,21058293,0,-60.845718383789,14.525985717773,1000,2,1,1458564951,1469449211,0
UMTS,340,20,201,21057353,0,-60.897903,14.49234,1000,2,1,1458564951,1459444050,0
UMTS,340,2,2010,141306,0,-60.981674194336,14.571304321289,1000,2,1,1458564937,1459957060,0
UMTS,340,2,2010,146075,0,-61.217880249023,14.791030883789,1000,1,1,1454170822,1454170822,0
UMTS,340,2,2010,146085,0,-60.976181030273,14.499893188477,1000,1,1,1457930827,1457930827,0
UMTS,340,2,2010,152275,0,-60.99884,14.659882,1000,2,1,1458564940,1461488716,0
UMTS,340,2,2010,181210,0,-61.035919,14.646149,1000,2,1,1458564943,1460618801,0
UMTS,340,2,2010,164290,0,-60.987167358398,14.652328491211,1000,1,1,1452199872,1452199872,0
UMTS,340,2,2010,154084,0,-61.026992797852,14.480667114258,1000,1,1,1457930827,1457930827,0
UMTS,340,2,2010,160084,0,-61.036605834961,14.538345336914,1000,2,1,1458564941,1459962484,0
UMTS,340,2,2010,161083,0,-61.00227355957,14.79377746582,1000,1,1,1428416373,1428416373,0
UMTS,340,2,2010,162115,0,-60.952148,14.674301,1000,2,1,1458564941,1459177196,0
UMTS,340,2,2010,159096,0,-60.934982,14.468765,1000,6,1,1458564941,1461693841,0
UMTS,340,2,2010,181204,0,-60.905457,14.764252,1000,2,1,1458564943,1459177185,0
UMTS,340,2,2010,164077,0,-61.040725708008,14.726486206055,1000,1,1,1454520418,1454520418,0
UMTS,340,2,2010,181190,0,-61.072311401367,14.608383178711,1000,2,1,1458564942,1459148923,0
UMTS,340,2,2010,181271,0,-60.98991394043,14.672927856445,1000,1,1,1440535586,1440535586,0
UMTS,340,2,2010,191241,0,-61.05583190918,14.616622924805,1000,1,1,1453098071,1453098071,0
UMTS,340,2,2010,181227,0,-61.000900268555,14.60563659668,1000,1,1,1454170829,1454170829,0
UMTS,340,2,2010,181230,0,-61.036605834961,14.619369506836,1000,1,1,1454170829,1454170829,0
UMTS,340,2,2010,181261,0,-61.037979125977,14.619369506836,1000,1,1,1452089893,1452089893,0
UMTS,340,2,2010,181251,0,-61.075057983398,14.615249633789,1000,2,1,1458564943,1465361698,0
UMTS,340,2,2010,183477,0,-60.982223,14.579544,2423,5,1,1458564943,1461613332,0
UMTS,340,2,2010,287416,0,-61.048965454102,14.830856323242,1000,1,1,1440629318,1440629318,0
UMTS,340,2,2010,181269,0,-61.013259887695,14.615249633789,1000,1,1,1452089902,1452089902,0
UMTS,340,2,2010,2110354,0,-61.000786,14.600601,1000,12,1,1458564944,1489580131,0
UMTS,340,2,2010,181235,0,-61.136856079102,14.78141784668,1000,1,1,1453432157,1453432157,0
UMTS,340,2,2010,2110370,0,-60.984109,14.595899,1779,22,1,1458564944,1488886222,0
UMTS,340,2,2010,181257,0,-61.037979125977,14.622116088867,1000,1,1,1453532158,1453532158,0
