radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,340,2,1009,13103,0,-61.549301,16.244065,2379,15,1,1459787898,1480969697,0
GSM,340,2,1009,17393,0,-61.540447,16.26261,1790,35,1,1459787898,1490801766,0
UMTS,340,1,37126,438228,0,-62.850723,17.895846,1000,7,1,1342531591,1342531591,0
UMTS,340,1,37126,438379,0,-62.824974,17.905655,1000,4,1,1342502378,1342502378,0
GSM,340,1,37122,40161,0,-62.815017700195,17.912521362305,1000,6,1,1342536306,1342536306,0
GSM,340,1,37122,40162,0,-62.815017700195,17.912521362305,1000,3,1,1342483706,1342483706,0
GSM,340,1,37122,40032,0,-62.815017700195,17.912521362305,1000,3,1,1342483706,1342483706,0
GSM,340,1,37122,65535,0,-62.815017700195,17.912521362305,1000,4,1,1342536306,1342536306,0
UMTS,340,1,37126,438377,0,-62.815017700195,17.912521362305,1000,2,1,1342483875,1342483875,0
GSM,340,1,37122,40165,0,-62.815017700195,17.912521362305,1000,1,1,1342536306,1342536306,0
GSM,340,1,37122,40330,0,-62.815017700195,17.912521362305,1000,1,1,1342536306,1342536306,0
GSM,340,1,37122,40091,0,-62.815017700195,17.912521362305,1000,1,1,1342536306,1342536306,0
UMTS,340,1,37895,80627,0,-61.260452270508,16.268692016602,1000,2,1,1345008567,1345008567,0
UMTS,340,20,101,20391812,0,-61.391106,16.224794,1000,115,1,1347366140,1492437445,0
UMTS,340,20,101,20391814,0,-61.401817,16.222265,1000,114,1,1347366140,1492437445,0
UMTS,340,2,2010,141133,0,-61.079178,14.626074,1000,34,1,1349011712,1452089915,0
GSM,340,2,2010,10911,0,-61.079178,14.625844,1000,7,1,1348992862,1348992862,0
GSM,340,2,2009,10911,0,-61.080239,14.628858,3638,22,1,1349011712,1458148121,0
UMTS,340,2,2009,141133,0,-61.079178,14.625961,1000,10,1,1349022975,1349022975,0
UMTS,340,1,37896,146395,0,-61.588777,16.254345,1000,38,1,1352553651,1448606362,0
GSM,340,20,102,11381,0,-61.516971,16.266917,1387,96,1,1356284506,1525454360,0
GSM,340,20,102,10210,0,-61.52473,16.260481,1135,106,1,1356284506,1492540200,0
GSM,340,20,102,10780,0,-61.523314,16.259574,1424,61,1,1356284506,1490827640,0
GSM,340,20,102,10200,0,-61.52818,16.257514,1451,43,1,1356284506,1491649742,0
UMTS,340,20,102,20392482,0,-61.527349,16.250506,3876,239,1,1356284515,1492540200,0
GSM,340,20,102,10193,0,-61.530629,16.265729,2002,38,1,1356310961,1489664679,0
GSM,340,20,102,10190,0,-61.519443,16.26537,3426,93,1,1356310961,1491649742,0
UMTS,340,20,102,20391902,0,-61.536534,16.253587,1168,105,1,1356310961,1492540200,0
UMTS,340,20,102,20393083,0,-61.522726,16.268467,1179,55,1,1356310961,1492338628,0
UMTS,340,20,102,20391933,0,-61.51171,16.270793,1000,100,1,1356310961,1491145008,0
UMTS,340,20,102,20391934,0,-61.51329,16.275733,1000,126,1,1356310961,1491491227,0
UMTS,340,20,102,20391932,0,-61.506062,16.282658,1000,59,1,1356310961,1491145003,0
UMTS,340,20,102,20391973,0,-61.496937,16.298122,1047,40,1,1356310961,1506359965,0
UMTS,340,20,101,20391964,0,-61.457949,16.290751,4720,16,1,1356310961,1491144833,0
UMTS,340,20,102,20391942,0,-61.497849,16.291718,1326,30,1,1356310961,1488900196,0
UMTS,340,20,102,20391974,0,-61.492192,16.305791,2217,57,1,1356310961,1506369500,0
UMTS,340,20,102,20391972,0,-61.485234,16.311941,1607,69,1,1356310961,1491144997,0
GSM,340,20,102,10270,0,-61.476464,16.320314,1000,61,1,1356310961,1492112334,0
UMTS,340,20,101,20391984,0,-61.467768,16.326192,1000,54,1,1356310967,1491144997,0
GSM,340,20,101,10282,0,-61.468808,16.325261,2163,36,1,1356310967,1561456823,0
UMTS,340,20,101,20391983,0,-61.459614,16.333063,1119,79,1,1356310967,1492202786,0
GSM,340,20,101,10281,0,-61.455001,16.340019,1254,42,1,1356310967,1561456583,0
GSM,340,20,101,10283,0,-61.459597,16.358043,1894,79,1,1356310967,1491144956,0
UMTS,340,20,101,20391982,0,-61.458833,16.34688,1137,46,1,1356310967,1491144956,0
GSM,340,20,101,12130,0,-61.458088,16.363558,4443,151,1,1356310967,1492202786,0
GSM,340,20,101,10301,0,-61.467523,16.37114,1217,65,1,1356310967,1491144956,0
GSM,340,20,101,10280,0,-61.459378,16.346919,2369,253,1,1356310967,1561456463,0
UMTS,340,20,101,20392803,0,-61.469113,16.41125,1943,52,1,1356310967,1485631454,0
UMTS,340,1,37894,147273,0,-61.764123,16.124304,66916,957,1,1358435586,1491799284,0
UMTS,340,1,37894,146325,0,-61.770179,16.129942,21925,198,1,1358435586,1491799284,0
UMTS,340,1,37894,146324,0,-61.770599,16.102856,2417,467,1,1358435586,1492320423,0
UMTS,340,1,37894,147274,0,-61.771671,16.123478,1793,89,1,1358435586,1460482772,0
UMTS,340,1,37894,146323,0,-61.760687,16.064494,7136,299,1,1358435586,1480267143,0
UMTS,340,1,37894,148285,0,-61.765066,16.079088,1401,107,1,1358435586,1478360333,0
UMTS,340,1,37894,148284,0,-61.763212,16.060591,2073,234,1,1358435592,1484326419,0
UMTS,340,1,37894,147255,0,-61.758597,16.047397,2575,934,1,1358435592,1489171112,0
UMTS,340,1,37894,146725,0,-61.754837,16.041144,1599,138,1,1358435592,1358593730,0
UMTS,340,1,37894,146728,0,-61.755476,16.042049,1793,247,1,1358435592,1460482777,0
UMTS,340,1,37894,147254,0,-61.749445,16.035493,3697,216,1,1358435592,1481811894,0
UMTS,340,1,37894,146724,0,-61.743793,16.019147,3616,302,1,1358435592,1537904922,0
UMTS,340,1,37894,146727,0,-61.7459,16.021088,2098,187,1,1358435592,1428531451,0
UMTS,340,1,37894,146088,0,-61.74145,16.010149,1008,226,1,1358435592,1489874941,0
UMTS,340,1,37894,146085,0,-61.734818,16.008596,68000,422,1,1358435592,1488399835,0
UMTS,340,1,37894,146726,0,-61.758311,16.045896,1000,17,1,1358435597,1460482777,0
UMTS,340,1,37894,146087,0,-61.727971,15.998359,1000,48,1,1358435608,1505852067,0
UMTS,340,1,37894,148215,0,-61.724536,16.002211,1000,109,1,1358435608,1443635343,0
UMTS,340,1,37894,148218,0,-61.726389,16.002856,1527,151,1,1358435608,1488306181,0
UMTS,340,1,37894,147915,0,-61.742821,16.047936,1575,4,1,1358435636,1491889157,0
UMTS,340,1,37894,147215,0,-61.73238,15.995811,1306,17,1,1358435636,1491717074,0
UMTS,340,1,37894,146945,0,-61.734671,15.999455,1000,19,1,1358435636,1489305399,0
UMTS,340,1,37894,146084,0,-61.728971,15.997324,1000,91,1,1358435636,1461066337,0
UMTS,340,1,37894,146944,0,-61.731384,15.995235,1000,17,1,1358435636,1505852094,0
UMTS,340,1,37894,146086,0,-61.755173,16.042211,4927,49,1,1358435641,1488306140,0
UMTS,340,1,37894,146083,0,-61.727371,16.007938,1000,8,1,1358435641,1489115841,0
UMTS,340,1,37894,147914,432,-61.742009,16.041246,4005,48,1,1358435641,1577442369,0
GSM,340,1,37892,10013,0,-61.743584,16.011893,4062,1997,1,1358435647,1584162769,0
GSM,340,1,37892,11182,0,-61.74287,16.021416,8735,754,1,1358435647,1584368810,0
UMTS,340,1,37894,146723,0,-61.736679,16.0075,3228,36,1,1358435647,1460482777,0
UMTS,340,1,37894,148283,0,-61.73616,16.008591,5468,15,1,1358435647,1488306140,0
GSM,340,1,37892,10652,0,-61.738779,16.020053,3304,1999,1,1358435647,1590756739,0
UMTS,340,20,102,20393983,0,-61.585464,16.015091,1000,21,1,1361553562,1491321102,0
GSM,340,1,37892,10611,0,-61.597631,16.011472,15695,502,1,1361553562,1581705740,0
GSM,340,20,102,11182,0,-61.593232,16.007767,1412,31,1,1361553562,1491321107,0
GSM,340,20,102,12281,0,-61.594115,16.006559,2366,58,1,1361553562,1491321107,0
GSM,340,1,37892,10441,0,-61.602519,16.001058,33882,279,1,1361553562,1579764303,0
GSM,340,1,37892,10442,0,-61.618323,15.986767,13894,380,1,1361553562,1581903618,0
GSM,340,1,37892,11911,0,-61.620499,15.982691,31375,292,1,1361553562,1578925953,0
GSM,340,1,37892,11913,0,-61.639732,15.985161,6408,129,1,1361553562,1549958906,0
GSM,340,1,37892,10451,0,-61.625151,15.992596,27396,88,1,1361553562,1584114833,0
GSM,340,1,37892,10453,0,-61.663065,15.977062,6416,1326,1,1361553562,1580892828,0
GSM,340,1,37892,12131,0,-61.661577,15.999386,9247,93,1,1361553562,1575041650,0
GSM,340,1,37892,12132,0,-61.677464,15.990012,8701,847,1,1361553567,1580121470,0
GSM,340,1,37892,12133,0,-61.674359,15.995969,8434,1019,1,1361553567,1580892703,0
GSM,340,1,37892,10191,0,-61.689021,15.993197,10008,970,1,1361553567,1591200408,0
GSM,340,1,37892,10192,0,-61.703942,15.999495,11332,1999,1,1361553567,1591388735,0
GSM,340,1,37892,11731,0,-61.693163,16.010492,2484,1271,1,1361553567,1589397131,0
GSM,340,1,37892,10193,0,-61.697928,16.008159,10506,1897,1,1361553567,1591385616,0
GSM,340,1,37892,12561,0,-61.713678,15.987137,7111,736,1,1361553567,1559773991,0
GSM,340,1,37892,12202,0,-61.713063,15.982567,1031,84,1,1361553567,1522147156,0
GSM,340,1,37892,12562,0,-61.719638,15.986854,4399,475,1,1361553567,1584163610,0
GSM,340,1,37892,12563,0,-61.721003,15.993757,4003,1676,1,1361553568,1584378699,0
UMTS,340,1,37639,287175,0,-61.084366,14.605637,1000,9,1,1362411548,1417596346,0
UMTS,340,1,37895,146333,0,-61.56395,16.047592,1000,2,1,1370116828,1436875172,0
UMTS,340,2,2010,141303,0,-60.987854,14.572678,1000,4,1,1371250662,1460618801,0
UMTS,340,2,2010,50594049,0,-60.994033813477,14.575424194336,1000,2,1,1371022578,1371022578,0
GSM,340,2,2009,32491,0,-60.995211,14.583272,2204,7,1,1371250662,1459530497,0
GSM,340,1,37632,20331,0,-61.08994,14.637087,3170,1944,1,1374089697,1591208658,0
GSM,340,1,37632,20323,0,-61.087885,14.634093,3540,477,1,1374089727,1590618937,0
UMTS,340,1,37639,287467,0,-61.095698,14.629588,1637,68,1,1374089752,1480256606,0
UMTS,340,1,37639,287676,0,-61.099864,14.626688,1641,79,1,1374089757,1483461090,0
UMTS,340,1,37639,287466,0,-61.088791,14.620915,1261,32,1,1374089783,1492388693,0
UMTS,340,1,37639,50594049,0,-61.097030639648,14.628982543945,1000,3,1,1374074021,1374074021,0
UMTS,340,1,37639,287470,0,-61.088276,14.633102,1047,8,1,1374089966,1480256606,0
UMTS,340,1,37639,287679,0,-61.094778,14.630136,1688,25,1,1374093838,1464753521,0
GSM,340,20,102,10240,0,-61.499577,16.290379,1960,24,1,1374280891,1490540787,0
GSM,340,20,102,10230,0,-61.505349,16.276387,8818,404,1,1374281533,1529697218,0
UMTS,340,20,101,20391754,0,-61.271544,16.253269,1000,26,1,1378438239,1489679926,0
GSM,340,20,101,10052,0,-61.275652,16.249187,2808,59,1,1378438912,1489445356,0
GSM,340,20,102,11972,0,-61.272811889648,16.250839233398,1000,3,1,1379221363,1379306160,0
UMTS,340,1,37893,410189,0,-61.272811889648,16.250839233398,1000,1,1,1379201693,1379201693,0
UMTS,340,1,37895,410188,0,-61.272177,16.251595,1000,80,1,1379221517,1490309203,0
UMTS,340,1,37895,410189,0,-61.274428,16.251122,1452,34,1,1379221867,1487097110,0
GSM,340,1,37893,11972,0,-61.256043,16.257663,1748,2000,1,1379257471,1589993514,0
UMTS,340,2,1010,283949,0,-61.275558,16.253128,1000,3,1,1379257472,1453032789,0
UMTS,340,1,37893,410188,0,-61.270981,16.251755,1000,6,1,1379260824,1379276814,0
UMTS,340,1,102,410188,0,-61.272811889648,16.250839233398,1000,4,1,1379306761,1379306761,0
UMTS,340,1,37895,410191,0,-61.270065,16.251869,1000,4,1,1379371118,1482898609,0
GSM,340,20,101,10050,0,-61.274142,16.255646,1000,32,1,1379419655,1489445356,0
GSM,340,20,101,10041,0,-61.281938,16.253143,3027,93,1,1379419764,1489679973,0
GSM,340,20,101,10872,0,-61.334898,16.231438,7041,86,1,1379439853,1492437409,0
GSM,340,2,2009,31594,0,-60.960034,14.504762,2063,33,1,1381774770,1461488716,0
GSM,340,1,37892,11183,0,-61.75266,16.040823,2467,979,1,1381991238,1584368433,0
UMTS,340,1,37639,221833,0,-60.99107,14.62208,1000,38,1,1382451867,1488213762,0
GSM,340,2,2009,30910,0,-61.071625,14.597569,1239,8,1,1383859074,1460487747,0
UMTS,340,2,2010,141085,0,-61.099777,14.62143,1829,10,1,1383859074,1457157724,0
GSM,340,1,37632,20181,0,-61.047672,14.61936,2050,251,1,1223335553,1591204040,0
GSM,340,2,2007,30099,0,-61.094284057617,14.609756469727,1000,3,1,1231559398,1233893442,0
GSM,340,2,2007,10910,0,-61.072311401367,14.60563659668,1000,1,1,1231920060,1231920060,0
GSM,340,2,2007,20910,0,-61.070938110352,14.60563659668,1000,1,1,1231920061,1231920061,0
GSM,340,2,2007,30015,0,-61.069564819336,14.604263305664,1000,1,1,1231920062,1231920062,0
GSM,340,2,2007,20015,0,-61.069564819336,14.604263305664,1000,1,1,1231920063,1231920063,0
GSM,340,2,2007,10015,0,-61.069564819336,14.604263305664,1000,1,1,1231920065,1231920065,0
GSM,340,2,2007,50092,0,-61.062698364258,14.602890014648,1000,1,1,1231920067,1231920067,0
GSM,340,2,2007,33293,0,-61.062698364258,14.602890014648,1000,1,1,1231920069,1231920069,0
GSM,340,2,2007,23293,0,-61.04621887207,14.615249633789,1000,1,1,1231920070,1231920070,0
GSM,340,2,2007,33291,0,-61.04621887207,14.615249633789,1000,1,1,1231920079,1231920079,0
GSM,340,2,2007,10016,0,-61.016006469727,14.630355834961,1000,1,1,1231920081,1231920081,0
GSM,340,2,2007,20016,0,-61.016006469727,14.630355834961,1000,1,1,1231920083,1231920083,0
GSM,340,2,2007,53392,0,-61.094284057617,14.609756469727,1000,2,1,1233071705,1233893452,0
GSM,340,2,2007,21291,0,-61.017379760742,14.631729125977,1000,1,1,1233143013,1233143013,0
GSM,340,20,100,11832,0,-63.125148,18.072504,8624,2000,1,1238996497,1569935259,0
GSM,340,20,100,10762,0,-63.115963,18.058831,6102,7379,1,1238978383,1238978383,0
GSM,340,20,100,10742,0,-63.086283,18.074441,9950,4774,1,1238978383,1238978383,0
GSM,340,20,100,10760,0,-63.087397,18.066238,4603,4643,1,1238978359,1238978359,0
GSM,340,20,100,10761,0,-63.089338,18.043976,6161,661,1,1238978294,1238978294,0
GSM,340,20,100,12520,0,-63.085337,18.072072,3495,2662,1,1238978363,1238978363,0
GSM,340,20,100,11840,0,-63.07313,18.080442,2910,1071,1,1238978305,1238978305,0
GSM,340,20,100,12521,0,-63.079367,18.072979,1404,854,1,1238978305,1238978305,0
GSM,340,20,100,11841,0,-63.073321,18.079049,1952,1063,1,1238978357,1238978357,0
GSM,340,20,100,11842,0,-63.073468,18.079648,1751,1318,1,1238996508,1569240515,0
GSM,340,20,100,11844,0,-63.069077,18.081131,1000,9,1,1238977847,1238977847,0
GSM,340,20,100,11831,0,-63.064417,18.092038,2138,1168,1,1238996509,1569943935,0
GSM,340,20,100,11830,0,-63.061229,18.102991,2485,2614,1,1238978386,1238978386,0
GSM,340,20,100,10740,0,-63.045564,18.104428,14306,3825,1,1238978396,1238978396,0
GSM,340,20,100,10752,0,-63.056273,18.097123,10861,4084,1,1238978396,1238978396,0
GSM,340,20,100,10751,0,-63.025089,18.101286,6557,23276,1,1238978399,1238978399,0
GSM,340,20,100,10750,0,-63.039299,18.11313,13512,1679,1,1238978388,1238978388,0
GSM,340,20,100,11500,0,-63.003548,18.085194,25252,1390,1,1238978300,1238978300,0
GSM,340,20,100,10741,0,-63.042779,18.051737,24900,15694,1,1238978394,1238978394,0
GSM,340,20,100,11820,0,-63.033011,18.073628,2349,1029,1,1238978246,1238978246,0
GSM,340,20,100,11822,0,-63.041481,18.05728,4079,1976,1,1238996523,1545052950,0
GSM,340,20,100,11821,0,-63.032345,18.067476,500,222,1,1238996529,1545052829,0
GSM,340,20,100,12523,0,-63.085556,18.069214,1000,10,1,1238977096,1238977096,0
GSM,340,20,100,11833,0,-63.062296,18.097487,1000,16,1,1238978229,1238978229,0
GSM,340,20,100,11810,0,-63.036129,18.113906,2184,1671,1,1238978390,1238978390,0
GSM,340,20,100,11811,0,-63.034358,18.111335,1428,1134,1,1238978391,1238978391,0
GSM,340,20,100,10720,0,-62.901784,17.944139,24340,842,1,1238978076,1238978076,0
GSM,340,20,100,11835,0,-63.096029,18.07972,4323,8,1,1238978146,1238978146,0
GSM,340,20,100,12524,0,-63.07731628418,18.06770324707,1000,1,1,1238976985,1238976985,0
GSM,340,20,100,10721,0,-62.880906,17.944122,19259,4,1,1238978015,1238978015,0
GSM,340,20,100,11845,0,-63.071823120117,18.080062866211,1000,5,1,1238977323,1238977323,0
GSM,340,20,102,10242,0,-61.501549,16.262931,1613,76,1,1238997196,1506348486,0
GSM,340,20,102,10211,0,-61.508376,16.25726,1084,77,1,1238997196,1490950441,0
GSM,340,20,102,10770,0,-61.526538,16.259121,1000,66,1,1238977399,1238977399,0
GSM,340,20,102,10245,0,-61.500816,16.261253,2812,36,1,1238997197,1490950441,0
GSM,340,20,102,10771,0,-61.519661,16.254273,1000,4,1,1238977399,1238977399,0
GSM,340,20,102,10180,0,-61.498868,16.246183,2844,151,1,1238997199,1491491222,0
GSM,340,20,202,20450,0,-61.038202,14.623945,1088,12,1,1238997447,1493758759,0
GSM,340,20,100,11843,0,-63.076328,18.07729,1321,17,1,1238997641,1569944542,0
GSM,340,20,100,11501,0,-62.836921,17.907923,1000,218,1,1238978018,1238978018,0
GSM,340,20,100,10731,0,-62.859023,17.903162,3947,114,1,1238978025,1238978025,0
GSM,340,8,1,6002,0,-63.133101,18.052436,1631,726,1,1238998199,1412924826,0
GSM,340,8,1,6003,0,-63.135057,18.062585,1240,22,1,1238978404,1238978404,0
GSM,340,8,2,3012,0,-63.022384643555,18.117141723633,1000,7,1,1238978402,1238978402,0
GSM,340,8,2,1013,0,-63.022385,18.117874,1000,15,1,1238978404,1238978404,0
GSM,340,8,1,10002,0,-63.142822,18.058228,2101,10,1,1238998204,1412514177,0
GSM,340,8,1,3001,0,-63.024857,18.103134,1000,5,1,1238978405,1238978405,0
GSM,340,3,2100,21071,0,-63.025131225586,18.103408813477,1000,5,1,1238978406,1238978406,0
GSM,340,2,1003,23905,0,-61.523847,16.251972,1000,114,1,1238978418,1238978418,0
GSM,340,2,1003,13907,0,-61.519386,16.253929,1029,80,1,1238978418,1238978418,0
GSM,340,2,1003,43907,0,-61.520677,16.253558,1834,100,1,1238978416,1238978416,0
GSM,340,2,1003,33903,0,-61.530533,16.251755,1000,3,1,1238978408,1238978408,0
GSM,340,2,1003,53907,0,-61.562782,16.254925,2080,40,1,1238978411,1238978411,0
GSM,340,2,1003,33907,0,-61.548328,16.268864,1742,8,1,1238978412,1238978412,0
GSM,340,2,1003,23907,0,-61.560026,16.254763,1347,7,1,1238978411,1238978411,0
GSM,340,2,1003,63907,0,-61.558285,16.254959,1191,8,1,1238978411,1238978411,0
GSM,340,2,1002,12203,0,-61.567633,16.259225,1330,66,1,1238978412,1238978412,0
GSM,340,2,1002,32204,0,-61.570816040039,16.257705688477,1000,1,1,1238978411,1238978411,0
GSM,340,2,1003,13905,0,-61.532364,16.274819,1000,13,1,1238978413,1238978413,0
GSM,340,2,1003,13904,0,-61.519808,16.27497,1000,7,1,1238978413,1238978413,0
GSM,340,2,1003,23904,0,-61.499404907227,16.254959106445,1000,2,1,1238978418,1238978418,0
GSM,340,1,37122,40112,0,-63.137645,18.065731,12374,2000,1,1238998218,1566294423,0
UMTS,340,1,37895,81607,0,-61.518631,16.258392,1000,2,1,1238998219,1431402633,0
GSM,340,1,37122,40272,0,-63.140229,18.059568,12306,505,1,1238998219,1565042438,0
GSM,340,1,37122,40311,0,-63.016881,18.058907,4523,1049,1,1238998221,1589220989,0
UMTS,340,1,37639,287666,0,-61.056862,14.605551,1000,32,1,1238998222,1432720098,0
UMTS,340,1,37638,222590,0,-61.049811,14.616306,1000,13,1,1238978435,1238978435,0
UMTS,340,1,37638,221791,0,-61.049255,14.616623,1000,19,1,1238978423,1238978423,0
UMTS,340,1,37639,287667,0,-61.05669,14.611885,1191,40,1,1238998223,1432469373,0
UMTS,340,1,37639,288415,0,-61.052843,14.614119,1000,17,1,1238998223,1408433823,0
UMTS,340,1,37639,287155,0,-61.056783,14.61525,1000,26,1,1238998224,1428489086,0
UMTS,340,1,37639,289317,0,-61.054916,14.615524,1000,15,1,1238998224,1428947003,0
UMTS,340,1,37639,288417,0,-61.060797,14.613559,1000,26,1,1238998224,1426525757,0
UMTS,340,1,37639,287165,0,-61.067526,14.608508,1000,33,1,1238998224,1418714802,0
UMTS,340,1,37639,287425,0,-61.071548,14.607437,1000,45,1,1238998225,1432122474,0
UMTS,340,1,37639,288036,0,-61.069761,14.607598,1000,7,1,1238998225,1432628828,0
UMTS,340,1,37639,287456,0,-61.069761,14.610345,1000,7,1,1238998225,1432628828,0
UMTS,340,1,37639,287166,0,-61.073983,14.614533,1000,23,1,1238998225,1418713669,0
UMTS,340,1,37639,287976,0,-61.07988,14.612289,1000,45,1,1238998225,1418713149,0
UMTS,340,1,37639,287176,0,-61.088805,14.600816,1000,96,1,1238998225,1417582292,0
UMTS,340,1,37639,288006,0,-61.093146,14.607206,1000,35,1,1238998225,1417582292,0
UMTS,340,1,37639,288007,0,-61.096553,14.609398,1452,46,1,1238998225,1417452520,0
UMTS,340,1,37639,289386,0,-61.096516,14.611473,1000,8,1,1238998225,1449581616,0
UMTS,340,1,37639,289387,0,-61.097807,14.614294,1000,23,1,1238998226,1486101016,0
UMTS,340,1,37639,289396,0,-61.10115,14.617262,1000,58,1,1238998226,1486101016,0
UMTS,340,1,37639,289397,0,-61.115595,14.627355,2144,54,1,1238998227,1490175169,0
UMTS,340,1,37639,289205,0,-61.110742,14.626977,1000,63,1,1238998227,1486101016,0
UMTS,340,1,37639,289206,0,-61.118109,14.627418,1000,43,1,1238998227,1486101016,0
UMTS,340,1,37639,290157,0,-61.10733,14.62349,2062,10,1,1238998228,1466681248,0
UMTS,340,1,37639,289565,0,-61.119546,14.630995,1000,43,1,1238998228,1490978445,0
GSM,340,1,37632,20491,0,-61.122014,14.634032,13257,377,1,1238998229,1589217260,0
GSM,340,1,37632,20492,0,-61.132296,14.636755,15040,557,1,1238998229,1589457915,0
GSM,340,1,37635,20163,0,-61.189285,14.75316,5921,1560,1,1238998230,1591277438,0
GSM,340,1,37635,22133,0,-61.175995,14.712753,1000,2,1,1238998230,1443545836,0
GSM,340,1,37635,20741,0,-61.145373,14.706215,2220,58,1,1238998231,1589993045,0
GSM,340,1,37635,20162,0,-61.177744,14.69744,3321,531,1,1238998231,1587125893,0
GSM,340,1,37635,20742,0,-61.155733,14.708141,3944,2000,1,1238998231,1591284520,0
GSM,340,1,37635,21913,0,-61.169852,14.700998,9301,46,1,1238998232,1591277206,0
GSM,340,1,37635,20172,0,-61.167075,14.681382,1824,521,1,1238998232,1591355617,0
GSM,340,1,37635,21912,0,-61.166197,14.68417,1148,452,1,1238998232,1591387107,0
GSM,340,1,37635,20481,0,-61.155643,14.667021,1414,68,1,1238998233,1589470952,0
GSM,340,1,37635,20171,0,-61.162338,14.66953,867,354,1,1238998233,1591303874,0
GSM,340,1,37635,20482,0,-61.146132,14.654482,1000,46,1,1238998234,1567560785,0
GSM,340,1,37632,20493,0,-61.137886,14.644911,3115,550,1,1238998234,1589206761,0
GSM,340,1,37632,20081,0,-61.124758,14.649338,2305,2000,1,1238998234,1567560305,0
GSM,340,1,37632,20863,0,-61.094578,14.609816,4477,1387,1,1238998235,1591356958,0
UMTS,340,1,37639,287177,0,-61.088181,14.608078,1000,9,1,1238998235,1417452520,0
UMTS,340,1,37639,289326,0,-61.050338745117,14.615249633789,1000,1,1,1238978435,1238978435,0
UMTS,340,1,37638,223660,0,-61.024796,14.629724,5932,50,1,1238978437,1238978437,0
GSM,340,1,37635,20262,0,-61.137207,14.763498,6434,1694,1,1238998237,1591285831,0
GSM,340,1,37635,20261,0,-61.102794,14.831024,8478,1485,1,1238998237,1591358380,0
GSM,340,1,37635,20251,0,-61.096598,14.819141,4442,598,1,1238998238,1591369988,0
GSM,340,1,37635,21402,0,-61.086645,14.825317,4788,40,1,1238998238,1591370973,0
GSM,340,1,37635,21862,0,-61.106081,14.835754,4797,85,1,1238998238,1589543888,0
UMTS,340,1,37639,287297,0,-61.17805480957,14.747085571289,1000,16,1,1238978439,1238978439,0
UMTS,340,1,37639,287295,0,-61.125857,14.695593,8018,2,1,1238998239,1438017133,0
UMTS,340,1,37639,287296,0,-61.17805480957,14.747085571289,1000,3,1,1238978439,1238978439,0
UMTS,340,1,37639,289566,0,-61.126327,14.632034,1057,9,1,1238998241,1486101016,0
UMTS,340,1,37639,287995,0,-61.07811,14.603043,1000,9,1,1238978441,1238978441,0
UMTS,340,1,37639,287426,0,-61.075177,14.603189,1343,23,1,1238998241,1432735875,0
UMTS,340,1,37639,287447,0,-61.075352,14.60338,1000,56,1,1238998241,1434116405,0
UMTS,340,1,37639,287445,0,-61.074142,14.604263,1000,3,1,1238998242,1416230887,0
UMTS,340,1,37639,289306,0,-61.066544,14.606735,1000,5,1,1238998242,1432581293,0
UMTS,340,1,37639,288416,0,-61.062698,14.606552,1000,3,1,1238998242,1408433823,0
GSM,340,1,37122,40113,0,-63.137609,18.065077,729,1995,1,1238998242,1565974090,0
GSM,340,1,37122,40271,0,-63.14414,18.06473,5143,178,1,1238998242,1565042319,0
GSM,340,1,65535,40272,0,-63.144608,18.060261,1000,31,1,1238978445,1238978445,0
UMTS,340,1,37639,287346,0,-61.055832,14.598221,1000,5,1,1238998244,1427639267,0
GSM,340,1,37122,40312,0,-63.017185,18.065441,2564,381,1,1238998246,1579266874,0
UMTS,340,1,37895,80618,0,-61.384048461914,16.228866577148,1000,1,1,1254047787,1254047787,0
UMTS,340,2,2010,141234,0,-61.007766723633,14.609756469727,1000,1,1,1454170836,1454170836,0
UMTS,340,2,2010,2150359,0,-60.965195,14.558487,3060,9,1,1458564944,1477705863,0
UMTS,340,20,101,20392802,0,-61.4785,16.448746,1000,9,1,1458564947,1492112334,0
UMTS,340,1,37895,147894,0,-61.573975,16.038666,1000,10,1,1282956268,1439970752,0
UMTS,340,1,37126,176374,0,-63.114395141602,18.060836791992,1000,1,1,1322387956,1322387956,0
UMTS,340,1,37896,81582,0,-61.555939,16.240883,3079,24,1,1358256870,1480872598,0
UMTS,340,1,37896,146223,0,-61.568069,16.241068,2728,26,1,1358256962,1438252100,0
UMTS,340,1,37896,146227,0,-61.564636,16.238251,1000,6,1,1358257056,1435597120,0
UMTS,340,1,37896,146224,0,-61.565323,16.239166,1000,4,1,1358257073,1435852139,0
UMTS,340,1,37896,146226,0,-61.567727,16.237879,6873,16,1,1358257133,1435307164,0
GSM,340,20,103,10920,0,-61.712265,15.972748,2657,6,1,1361189032,1471289909,0
UMTS,340,1,37896,81578,0,-61.525085,16.243652,1000,30,1,1361316392,1487535355,0
UMTS,340,20,202,21057452,0,-61.039627,14.63681,1000,20,1,1361334289,1480049496,0
GSM,340,2,2009,34093,0,-60.939692,14.585822,2879,7,1,1362416949,1460403727,0
GSM,340,2,2009,24093,0,-60.965883,14.543153,3459,2,1,1362417128,1460228322,0
GSM,340,2,2009,24092,0,-60.923172,14.605225,4836,10,1,1362417248,1468834072,0
UMTS,340,1,37640,222839,0,-60.949859,14.726715,2250,6,1,1362448890,1399463869,0
